assignment_id,depot_id,bus_id,route_id,conductor_id,duty_date,shift_name,shift_start,shift_end,assignment_status,data_source
DA00261,D029,B0087,R0087,C0261,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00262,D030,B0088,R0088,C0262,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00263,D030,B0088,R0088,C0263,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00264,D030,B0088,R0088,C0264,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00265,D030,B0089,R0089,C0265,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00266,D030,B0089,R0089,C0266,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00267,D030,B0089,R0089,C0267,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00268,D030,B0090,R0090,C0268,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00269,D030,B0090,R0090,C0269,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00270,D030,B0090,R0090,C0270,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00271,D031,B0091,R0091,C0271,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00272,D031,B0091,R0091,C0272,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00273,D031,B0091,R0091,C0273,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00274,D031,B0092,R0092,C0274,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00275,D031,B0092,R0092,C0275,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00276,D031,B0092,R0092,C0276,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00277,D031,B0093,R0093,C0277,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00278,D031,B0093,R0093,C0278,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00279,D031,B0093,R0093,C0279,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00280,D032,B0094,R0094,C0280,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00281,D032,B0094,R0094,C0281,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00282,D032,B0094,R0094,C0282,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00283,D032,B0095,R0095,C0283,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00284,D032,B0095,R0095,C0284,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00285,D032,B0095,R0095,C0285,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00286,D032,B0096,R0096,C0286,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00287,D032,B0096,R0096,C0287,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00288,D032,B0096,R0096,C0288,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00289,D033,B0097,R0097,C0289,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00290,D033,B0097,R0097,C0290,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00291,D033,B0097,R0097,C0291,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00292,D033,B0098,R0098,C0292,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00293,D033,B0098,R0098,C0293,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00294,D033,B0098,R0098,C0294,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00295,D033,B0099,R0099,C0295,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00296,D033,B0099,R0099,C0296,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00297,D033,B0099,R0099,C0297,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00298,D034,B0100,R0100,C0298,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00299,D034,B0100,R0100,C0299,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00300,D034,B0100,R0100,C0300,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00301,D034,B0101,R0101,C0301,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00302,D034,B0101,R0101,C0302,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00303,D034,B0101,R0101,C0303,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00304,D034,B0102,R0102,C0304,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00305,D034,B0102,R0102,C0305,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00306,D034,B0102,R0102,C0306,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00307,D035,B0103,R0103,C0307,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00308,D035,B0103,R0103,C0308,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00309,D035,B0103,R0103,C0309,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00310,D035,B0104,R0104,C0310,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00311,D035,B0104,R0104,C0311,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00312,D035,B0104,R0104,C0312,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00313,D035,B0105,R0105,C0313,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00314,D035,B0105,R0105,C0314,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00315,D035,B0105,R0105,C0315,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00316,D036,B0106,R0106,C0316,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00317,D036,B0106,R0106,C0317,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00318,D036,B0106,R0106,C0318,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00319,D036,B0107,R0107,C0319,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00320,D036,B0107,R0107,C0320,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00321,D036,B0107,R0107,C0321,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00322,D036,B0108,R0108,C0322,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00323,D036,B0108,R0108,C0323,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00324,D036,B0108,R0108,C0324,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00325,D037,B0109,R0109,C0325,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00326,D037,B0109,R0109,C0326,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00327,D037,B0109,R0109,C0327,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00328,D037,B0110,R0110,C0328,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00329,D037,B0110,R0110,C0329,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00330,D037,B0110,R0110,C0330,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00331,D037,B0111,R0111,C0331,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00332,D037,B0111,R0111,C0332,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00333,D037,B0111,R0111,C0333,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00334,D038,B0112,R0112,C0334,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00335,D038,B0112,R0112,C0335,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00336,D038,B0112,R0112,C0336,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00337,D038,B0113,R0113,C0337,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00338,D038,B0113,R0113,C0338,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00339,D038,B0113,R0113,C0339,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00340,D038,B0114,R0114,C0340,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00341,D038,B0114,R0114,C0341,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00342,D038,B0114,R0114,C0342,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00343,D039,B0115,R0115,C0343,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00344,D039,B0115,R0115,C0344,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00345,D039,B0115,R0115,C0345,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00346,D039,B0116,R0116,C0346,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00347,D039,B0116,R0116,C0347,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00348,D039,B0116,R0116,C0348,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00349,D039,B0117,R0117,C0349,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00350,D039,B0117,R0117,C0350,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00351,D039,B0117,R0117,C0351,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00352,D040,B0118,R0118,C0352,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00353,D040,B0118,R0118,C0353,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00354,D040,B0118,R0118,C0354,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00355,D040,B0119,R0119,C0355,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00356,D040,B0119,R0119,C0356,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00357,D040,B0119,R0119,C0357,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00358,D040,B0120,R0120,C0358,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00359,D040,B0120,R0120,C0359,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00360,D040,B0120,R0120,C0360,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00361,D041,B0121,R0121,C0361,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00362,D041,B0121,R0121,C0362,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00363,D041,B0121,R0121,C0363,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00364,D041,B0122,R0122,C0364,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00365,D041,B0122,R0122,C0365,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00366,D041,B0122,R0122,C0366,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00367,D041,B0123,R0123,C0367,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00368,D041,B0123,R0123,C0368,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00369,D041,B0123,R0123,C0369,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00370,D042,B0124,R0124,C0370,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00371,D042,B0124,R0124,C0371,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00372,D042,B0124,R0124,C0372,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00373,D042,B0125,R0125,C0373,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00374,D042,B0125,R0125,C0374,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00375,D042,B0125,R0125,C0375,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00376,D042,B0126,R0126,C0376,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00377,D042,B0126,R0126,C0377,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00378,D042,B0126,R0126,C0378,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00379,D043,B0127,R0127,C0379,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00380,D043,B0127,R0127,C0380,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00381,D043,B0127,R0127,C0381,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00382,D043,B0128,R0128,C0382,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00383,D043,B0128,R0128,C0383,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00384,D043,B0128,R0128,C0384,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00385,D043,B0129,R0129,C0385,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00386,D043,B0129,R0129,C0386,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00387,D043,B0129,R0129,C0387,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00388,D044,B0130,R0130,C0388,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00389,D044,B0130,R0130,C0389,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00390,D044,B0130,R0130,C0390,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00391,D044,B0131,R0131,C0391,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00392,D044,B0131,R0131,C0392,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00393,D044,B0131,R0131,C0393,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00394,D044,B0132,R0132,C0394,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00395,D044,B0132,R0132,C0395,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00396,D044,B0132,R0132,C0396,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00397,D045,B0133,R0133,C0397,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00398,D045,B0133,R0133,C0398,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00399,D045,B0133,R0133,C0399,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00400,D045,B0134,R0134,C0400,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00401,D045,B0134,R0134,C0401,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00402,D045,B0134,R0134,C0402,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00403,D045,B0135,R0135,C0403,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00404,D045,B0135,R0135,C0404,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00405,D045,B0135,R0135,C0405,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00406,D046,B0136,R0136,C0406,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00407,D046,B0136,R0136,C0407,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00408,D046,B0136,R0136,C0408,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00409,D046,B0137,R0137,C0409,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00410,D046,B0137,R0137,C0410,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00411,D046,B0137,R0137,C0411,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00412,D046,B0138,R0138,C0412,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00413,D046,B0138,R0138,C0413,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00414,D046,B0138,R0138,C0414,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00415,D047,B0139,R0139,C0415,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00416,D047,B0139,R0139,C0416,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00417,D047,B0139,R0139,C0417,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00418,D047,B0140,R0140,C0418,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00419,D047,B0140,R0140,C0419,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00420,D047,B0140,R0140,C0420,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00421,D047,B0141,R0141,C0421,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00422,D047,B0141,R0141,C0422,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00423,D047,B0141,R0141,C0423,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00424,D048,B0142,R0142,C0424,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00425,D048,B0142,R0142,C0425,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00426,D048,B0142,R0142,C0426,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00427,D048,B0143,R0143,C0427,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00428,D048,B0143,R0143,C0428,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00429,D048,B0143,R0143,C0429,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00430,D048,B0144,R0144,C0430,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00431,D048,B0144,R0144,C0431,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00432,D048,B0144,R0144,C0432,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00433,D049,B0145,R0145,C0433,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00434,D049,B0145,R0145,C0434,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00435,D049,B0145,R0145,C0435,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00436,D049,B0146,R0146,C0436,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00437,D049,B0146,R0146,C0437,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00438,D049,B0146,R0146,C0438,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00439,D049,B0147,R0147,C0439,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00440,D049,B0147,R0147,C0440,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00441,D049,B0147,R0147,C0441,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00442,D050,B0148,R0148,C0442,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00443,D050,B0148,R0148,C0443,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00444,D050,B0148,R0148,C0444,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00445,D050,B0149,R0149,C0445,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00446,D050,B0149,R0149,C0446,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00447,D050,B0149,R0149,C0447,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00448,D050,B0150,R0150,C0448,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00449,D050,B0150,R0150,C0449,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00450,D050,B0150,R0150,C0450,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00451,D051,B0151,R0151,C0451,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00452,D051,B0151,R0151,C0452,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00453,D051,B0151,R0151,C0453,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00454,D051,B0152,R0152,C0454,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00455,D051,B0152,R0152,C0455,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00456,D051,B0152,R0152,C0456,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00457,D051,B0153,R0153,C0457,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00458,D051,B0153,R0153,C0458,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00459,D051,B0153,R0153,C0459,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00460,D052,B0154,R0154,C0460,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00461,D052,B0154,R0154,C0461,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00462,D052,B0154,R0154,C0462,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00463,D052,B0155,R0155,C0463,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00464,D052,B0155,R0155,C0464,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00465,D052,B0155,R0155,C0465,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00466,D052,B0156,R0156,C0466,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00467,D052,B0156,R0156,C0467,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00468,D052,B0156,R0156,C0468,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00469,D053,B0157,R0157,C0469,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00470,D053,B0157,R0157,C0470,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00471,D053,B0157,R0157,C0471,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00472,D053,B0158,R0158,C0472,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00473,D053,B0158,R0158,C0473,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00474,D053,B0158,R0158,C0474,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00475,D053,B0159,R0159,C0475,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00476,D053,B0159,R0159,C0476,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00477,D053,B0159,R0159,C0477,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00478,D054,B0160,R0160,C0478,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00479,D054,B0160,R0160,C0479,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00480,D054,B0160,R0160,C0480,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00481,D054,B0161,R0161,C0481,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00482,D054,B0161,R0161,C0482,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00483,D054,B0161,R0161,C0483,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00484,D054,B0162,R0162,C0484,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00485,D054,B0162,R0162,C0485,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00486,D054,B0162,R0162,C0486,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00487,D055,B0163,R0163,C0487,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00488,D055,B0163,R0163,C0488,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00489,D055,B0163,R0163,C0489,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00490,D055,B0164,R0164,C0490,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00491,D055,B0164,R0164,C0491,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00492,D055,B0164,R0164,C0492,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00493,D055,B0165,R0165,C0493,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00494,D055,B0165,R0165,C0494,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00495,D055,B0165,R0165,C0495,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00496,D056,B0166,R0166,C0496,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00497,D056,B0166,R0166,C0497,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00498,D056,B0166,R0166,C0498,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00499,D056,B0167,R0167,C0499,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00500,D056,B0167,R0167,C0500,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00501,D056,B0167,R0167,C0501,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00502,D056,B0168,R0168,C0502,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00503,D056,B0168,R0168,C0503,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00504,D056,B0168,R0168,C0504,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00505,D057,B0169,R0169,C0505,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00506,D057,B0169,R0169,C0506,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00507,D057,B0169,R0169,C0507,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00508,D057,B0170,R0170,C0508,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00509,D057,B0170,R0170,C0509,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00510,D057,B0170,R0170,C0510,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00511,D057,B0171,R0171,C0511,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00512,D057,B0171,R0171,C0512,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00513,D057,B0171,R0171,C0513,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00514,D058,B0172,R0172,C0514,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00515,D058,B0172,R0172,C0515,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00516,D058,B0172,R0172,C0516,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00517,D058,B0173,R0173,C0517,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00518,D058,B0173,R0173,C0518,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
DA00519,D058,B0173,R0173,C0519,2026-09-23,NIGHT,22:00,06:00,SCHEDULED,MOCK
DA00520,D058,B0174,R0174,C0520,2026-09-23,MORNING,06:00,14:00,SCHEDULED,MOCK
DA00521,D058,B0174,R0174,C0521,2026-09-23,EVENING,14:00,22:00,SCHEDULED,MOCK
